_chiffre	freqfilm	freqlivre
8000	1.33	0.34
80000	0.21	0.14
800000	0.11	0.27
800m	0.05	0.00
801	0.16	0.00
802	0.11	0.00
803	0.05	0.00
804	0.05	0.00
805	0.11	0.00
806	0.80	0.00
807	0.16	0.00
808	0.05	0.00
809	0.05	0.00
80e	0.11	0.00
80ème	0.05	0.00
80s'	0.16	0.00
81 4	0.11	0.00
81	2.45	1.01
812	0.43	0.07
813	0.00	0.14
813155-d	0.05	0.00
814	0.05	0.00
8145	0.05	0.00
815	0.05	0.00
8152	0.00	0.07
818-725-4424	0.05	0.00
818-775-3993	0.05	0.00
818 775 3993	0.05	0.00
818	0.21	0.00
81844488	0.05	0.00
819	0.11	0.07
81ème	0.11	0.00
81eme	0.32	0.00
81k	0.11	0.00
82'	0.05	0.00
82-83	0.05	0.00
82-m	0.05	0.00
82 364	0.11	0.00
82	2.29	0.61
82%%%	0.05	0.00
82°%°	0.05	0.00
8201	0.05	0.00
8210	0.05	0.00
822	0.11	0.00
822e	0.05	0.00
823	0.05	0.00
824 7996	0.05	0.00
825	0.05	0.00
8250	0.21	0.00
8288	0.05	0.00
82e	0.59	0.00
82eme	0.05	0.00
82ème	0.37	0.00
83-17-4	0.05	0.00
83 000	0.21	0.00
83	2.34	1.01
83,3	0.05	0.00
83,500	0.05	0.00
830	0.11	0.00
83000	0.05	0.00
832	0.05	0.00
832156	0.05	0.00
834	0.11	0.00
835	0.00	0.14
838 000	0.05	0.00
84 000	0.05	0.00
84	1.44	1.15
84,6%	0.05	0.00
84..00	0.00	0.07
84..06..06	0.00	0.07
840	0.21	0.00
84000	0.05	0.00
84012	0.05	0.00
8417	0.05	0.00
842	0.05	0.00
843	0.11	0.00
843907	0.11	0.00
843e	0.11	0.00
844	0.05	0.00
845	0.05	0.00
846	0.05	0.00
8469846	0.05	0.00
8471	0.11	0.00
849	0.05	0.00
84ème	0.11	0.00
85-e	0.05	0.00
85-r-1 6	0.05	0.00
85 000	0.05	0.00
85 83	0.11	0.00
85	3.94	1.08
85%	0.05	0.00
85,33	0.05	0.00
85.000	0.05	0.00
850 000	0.00	0.07
850	0.69	0.00
8500	0.16	0.00
850000	0.00	0.07
8501	0.05	0.00
853-5	0.05	0.00
854	0.00	0.14
856	0.11	0.07
8583	0.00	0.07
85b	0.05	0.00
85eme	0.05	0.00
85ème	0.05	0.00
86'	0.05	0.00
86-1278	0.05	0.00
86-a	0.05	0.00
86 400	0.00	0.07
86	1.70	0.61
86,08	0.05	0.00
86.000	0.11	0.00
860	0.05	0.00
861	0.11	0.00
8611	0.00	0.07
862	0.27	0.00
863 02	0.05	0.00
863	0.05	0.00
865	0.11	0.07
86e	0.48	0.00
86ème	0.11	0.00
87	2.50	0.47
87.42	0.00	0.07
870	0.05	0.00
872 702	0.05	0.00
87249	0.05	0.00
875 000	0.05	0.00
875	0.05	0.00
876	0.05	0.00
877	0.00	0.07
878	0.05	0.00
87865	0.05	0.00
8790	0.11	0.00
87ème	0.21	0.00
88 000	0.05	0.00
88	3.99	0.68
88,5	0.05	0.00
88,6	0.05	0.00
88,8	0.00	0.07
88.07.44	0.00	0.07
88.07.54	0.00	0.20
8800	0.05	0.00
881 14	0.05	0.00
882	0.05	0.00
8848	0.11	0.00
885 0714	0.05	0.00
8865	0.00	0.07
887	0.16	0.07
888	0.00	0.07
88ème	0.16	0.00
89'	0.05	0.00
89-c	0.05	0.00
89	1.38	1.15
89%	0.05	0.00
89.3	0.11	0.00
8927	0.05	0.00
895	0.05	0.00
897,23	0.05	0.00
899	0.05	0.00
89ème	0.11	0.00
8a	0.16	0.00
8b0	0.05	0.00
8cm	0.05	0.00
8é	0.05	0.00
8e	1.54	3.11
8eme	0.05	0.00
8ème	1.91	0.00
8énarasse	0.00	0.07
8h	2.55	0.00
8h00	0.48	0.00
8h05	0.05	0.00
8h15	0.27	0.00
8h20	0.05	0.00
8h24	0.05	0.00
8h30	1.28	0.00
8h37	0.05	0.00
8h40	0.05	0.00
8h45	0.21	0.00
8h47	0.11	0.00
8h50	0.05	0.00
8h52	0.05	0.00
8jours	0.05	0.00
8juin	0.05	0.00
8m	0.05	0.00
8mm	0.21	0.00
9-0-3	0.05	0.00
9-0-4..	0.05	0.00
9-0	0.11	0.00
9-074	0.11	0.00
9-1-1	0.05	0.00
9-1-2	0.05	0.00
9-10	0.05	0.00
9-13	0.00	0.07
9-17	0.16	0.00
9-2	0.05	0.00
9-4-6.9-4-6	0.05	0.00
9-4-6.9-4-6.9-4-6	0.05	0.00
9-4	0.05	0.00
9-5	0.05	0.00
9-9-8	0.05	0.00
9 000	0.21	0.00
9 07 4	0.05	0.00
9 200	0.05	0.00
9 27d	0.05	0.00
9 3	0.27	0.00
9 500	0.05	0.07
9 58'	0.05	0.00
9 670	0.05	0.00
9 891	0.05	0.00
9 978	0.05	0.00
9 999	0.05	0.14
9	45.00	18.99
9,000	0.11	0.00
9,16	0.05	0.00
9,3	0.05	0.00
9,43	0.11	0.00
9,5	0.21	0.07
9,95	0.00	0.07
9,99	0.16	0.00
9..	0.05	0.00
9...8...7...6	0.05	0.00
9.000	0.21	0.00
9.000.000	0.05	0.00
9.000.000.000	0.05	0.00
9.2	0.05	0.00
9.2.6...3	0.05	0.00
9.2.6.3	0.05	0.00
9.20	0.05	0.00
9.3	0.05	0.00
9.598	0.05	0.00
9.6	0.05	0.00
9.7	0.05	0.00
9.80	0.05	0.00
9.9	0.05	0.00
9.99	0.05	0.00
9/10	0.05	0.00
9/11/44	0.05	0.00
9:30	0.05	0.00
90'	0.11	0.00
90-1 0	0.05	0.00
90-60-90	0.16	0.00
90-95	0.05	0.00
90 000	0.16	0.00
90	16.06	1.82
90%le	0.05	0.00
90,000	0.05	0.00
90,5	0.00	0.07
90.000	0.05	0.00
90°	0.21	0.00
900 000	0.27	0.00
900	2.71	0.54
900,000	0.05	0.00
900.000	0.05	0.00
900.000.000	0.05	0.00
9000	0.69	0.00
90000	0.00	0.20
900e	0.11	0.00
901	0.05	0.00
90222	0.05	0.00
90255047	0.05	0.00
903 472 568à	0.05	0.00
903	0.00	0.07
903224637	0.05	0.00
9033	0.11	0.00
904	0.11	0.00
9044	0.05	0.00
906	0.11	0.00
906094	0.05	0.00
907	0.21	0.00
9075	0.05	0.00
909	0.16	0.00
9090	0.05	0.00
90e	0.00	0.07
90ème	0.05	0.00
91'	0.05	0.00
91-2317	0.05	0.00
91 1	0.37	0.00
91	0.85	0.54
91021	0.05	0.00
9106	0.05	0.00
911	1.12	0.07
9114	0.05	0.00
912	0.05	0.00
9131	0.00	0.07
914	0.00	0.07
91403	0.05	0.00
915	0.05	0.00
917	0.05	0.00
917,2	0.00	0.07
918	0.05	0.00
91ème	0.05	0.00
92	2.07	0.95
92.3	0.05	0.00
92.9	0.05	0.00
92/60	0.05	0.00
920	0.27	0.00
9200	0.05	0.00
922 3299	0.05	0.00
92306847	0.11	0.00
925	0.05	0.00
926	0.00	0.07
929	0.05	0.00
9291	0.05	0.00
93'	0.05	0.00
93	1.91	0.68
93.4	0.05	0.00
93.757	0.05	0.00
930	0.21	0.14
93000	0.05	0.00
931 07 70	0.05	0.00
931	0.05	0.00
932	0.05	0.00
934 87 77	0.16	0.00
935 000	0.00	0.07
935	0.05	0.00
936	0.05	0.00
93666995""	0.05	0.00
937-3000	0.05	0.00
937	0.27	0.00
93ème	0.16	0.00
94 632	0.05	0.00
94	1.54	0.61
94.03	0.00	0.07
940	0.16	0.00
94022	0.05	0.00
941 000	0.05	0.00
9410	0.05	0.00
94105	0.05	0.00
94107	0.21	0.00
944	0.11	0.00
945	0.05	0.00
9477 43	0.05	0.00
94e	0.00	0.07
95 000	0.16	0.00
95	3.03	0.34
95.78	0.00	0.07
950 000	0.11	0.00
950	0.27	0.07
9510	0.00	0.14
953 716	0.00	0.07
953	0.05	0.00
95452	0.05	0.00
955	0.16	0.00
9553	0.00	0.07
957	0.11	0.00
95763	0.11	0.00
959	0.05	0.00
95ème	0.11	0.00
95ù	0.05	0.00
96 000	0.05	0.00
96	1.60	0.54
96,5	0.05	0.00
96.2	0.05	0.00
96°	0.05	0.00
960	0.16	0.07
96310	0.00	0.07
9650	0.11	0.00
967	0.00	0.07
96891	0.11	0.00
969	0.00	0.27
96ème	0.05	0.00
97 2	0.05	0.00
97	1.06	0.68
97,4	0.05	0.00
97/004	0.05	0.00
970	0.16	0.00
971	0.05	0.00
9726-6644	0.05	0.00
973-555-1299	0.05	0.00
973	0.11	0.07
977	0.05	0.00
97ème	0.11	0.00
98 345	0.05	0.00
98	1.86	0.47
98,3	0.05	0.00
98,50	0.11	0.00
98°	0.05	0.00
980	0.21	0.14
98000	0.11	0.00
981	0.05	0.00
9821	0.05	0.00
983	0.00	0.07
98364-45701	0.05	0.00
984213	0.05	0.00
986-26-0901	0.05	0.00
986,8	0.00	0.07
988	0.05	0.00
989 000	0.00	0.07
989	0.05	0.00
98e	0.00	0.07
98ème	0.21	0.00
99'	0.05	0.00
99 27 21 27	0.05	0.00
99 53 7 6 53	0.05	0.00
99 999	0.05	0.00
99	3.56	1.22
99,8	0.05	0.00
99,9	0.05	0.07
99°%°	0.05	0.00
992	0.00	0.07
993	0.16	0.00
9945	0.11	0.00
995	0.05	0.00
999-999	0.11	0.00
999-9999	0.16	0.00
999 999	0.11	0.00
999	3.72	0.07
999..999	0.00	0.07
9998-6644	0.05	0.00
9999	0.16	0.00
99e	0.05	0.00
99ème	0.21	0.00
9a	0.11	0.00
9é	0.11	0.00
9e	1.17	0.27
9éme	0.11	0.00
9eme	0.11	0.07
9ème	3.03	0.00
9h	3.19	0.00
9h00	0.74	0.00
9h05	0.11	0.00
9h1 5	0.05	0.00
9h15	0.11	0.00
9h20	0.05	0.00
9h23	0.05	0.00
9h27	0.11	0.00
9h28	0.05	0.00
9h30	0.90	0.00
9h37	0.11	0.00
9h40	0.05	0.00
9h41	0.05	0.00
9h45	0.05	0.00
9h50	0.05	0.00
9h54	0.05	0.00
9kg	0.05	0.00
